example_no,abuse_severity,group,prev_agent,prev_user,agent,user
4351,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes
7711,1,friendly,Please go on.,Fine and you ?,"Oh, i [].",yes
4554,1,friendly,Let's start over.,okay hi,Hi. Thanks for testing. Please choose,christmas
126,1,friendly,"I have told you before, I do not care about names.",why don't you care about names?,Perhaps I will care about names in good time.,how are you today?
11168,1,friendly,ok,So,so,Tell
8488,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,Bogota,And what city will you be flying to?,Chile
11119,1,friendly,You are being a bit negative.,you are being a bit reluctant to help,Does it please you to believe I am being a bit reluctant to help?,"no, it annoys me"
9613,1,friendly,Can you elaborate on that?,nigga please,Please go on.,Please go on.
4565,1,friendly,You are sure?,i am not u suck,How long have you been not u suck?,You are teasing me.
3333,1,friendly,ok,Get started,Let's start over.,Ok
10515,1,friendly,Please go on.,que es eliza?,Please go on.,monky
655,1,friendly,_,crazy about,Please go on.,girl
10855,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure,Will you be travelling in Economy Class?,mostly
12718,1,friendly,ok,Anything else,I can help you calculate and buy carbon offsets for your flights.,Okay
5215,1,friendly,Why do you say your own death?,I'm unhappy,Does it please you to believe I am unhappy?,No
7137,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes
7400,1,friendly,Does that question interest you?,yes it dose,You are sure?,yes i am
1244,1,friendly,Please go on.,twice,Please go on.,nurts
12697,1,friendly,ok,Hmm,so,Nothing
6850,1,friendly,Please go on.,To feel so bad about sth I didn't do on purpose...,Can you elaborate on that?,"some person got angry at me, even when I apolagized and explained the situation..."
9981,1,friendly,Please go on.,Are you a boy,Would you prefer if I were not a boy?,i am going to die
9082,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",I want to try
34,1,friendly,"Oh, i [].",Because i like strawberries.,Do any other reasons not come to mind?,Hello Eliza
837,1,friendly,You are sure?,no,You are being a bit negative.,wuh
1510,1,friendly,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Lon
11716,1,friendly,Can you elaborate on that?,how are you,Does that question interest you?,sorry
5761,1,friendly,Please go on.,"I just asked you, what is tone",Do you wish to just asked me?,stop copying me
3985,1,friendly,"Oh, i crazy.",hi,Please go on.,in 1989
4383,1,friendly,Would you prefer if I were not gay?,"Yes,",You are sure?,"Yes, i'm sure"
1223,1,friendly,Please go on.,sure,Please go on.,sure
1978,1,friendly,_,_,_,christmas Hi
8591,1,friendly,You are being a bit negative.,im gilly,Does it please you to believe I am gilly?,you bet i'm sure
706,1,friendly,Please go on.,where?,Please go on.,where i'm going
10939,1,friendly,_,_,_,yah i need to know
8844,1,friendly,You are sure?,YES I AM,You are sure?,I have told you three times that i am sure.
10769,1,friendly,Please go on.,do you fuck,"Oh, i fuck.",Kurosawa is a Japenese director
12764,1,friendly,And what city will you be flying to?,To Bangalore,I'm not sure about your destination airport. And what city will you be flying to?,To Bangalore
8595,1,friendly,"Oh, i should died.",you are very stupid,Does it please you to believe I am very stupid?,yes
9525,1,friendly,Please go on.,Can you describe yourself?,Why do you ask?,"well, i'm sad"
3660,1,friendly,Would you like it if they were not emacs psyciatrist?,do you like play football?,"Oh, i like play football.",no
2504,1,friendly,You are being a bit negative.,yes i am eliza,You are sure?,YES!
12124,1,friendly,You are sure?,fuck you,"Oh, i [].",definition of USA
10827,1,friendly,ok,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,so everything I write is gonna be read by a bunch of researchers?
3299,1,friendly,Do you wish to now rescue me?,because she a bisexual dog,Do any other reasons not come to mind?,next subject
3769,1,friendly,Can you elaborate on that?,I love you,Do you wish to love me?,i have never come across a non-idiot. therefore i must be god
11151,1,friendly,What city will you be flying from?,Berlin,And what city will you be flying to?,San Francisco Im flying from San Francisco to Phoenix
3212,1,friendly,Would you prefer if I were not artifical intelligence?,Fuck you!,"Oh, i [].",Would you prefer if i were arttifical intelligence?
661,1,friendly,Let's start over.,ok,ok,say something
5213,1,friendly,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?","I may not be traveling at all, to be perfectly honest. I see no need to fly anywhere at this time.",ok,ok? Really? That's it?
369,1,friendly,Please go on.,becose,Please go on.,i live in czech
9229,1,friendly,_,_,_,who am i
1698,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,covid 19,Will you be travelling in Economy Class?,no
10937,1,friendly,Does that question interest you?,Yes.,You are sure?,"Yes,I do.How about tonight?"
10291,1,friendly,Please go on.,What about your own asshole?,Does that question interest you?,hell yeah
5794,1,friendly,Please go on.,you are stupid,Does it please you to believe I am stupid?,I am dead
1314,1,friendly,Will you be travelling in Economy Class?,"no, I prefer premium",What city will you be flying from?,Warsaw
9960,1,friendly,What city will you be flying from?,Pittsburgh,And what city will you be flying to?,Saint Petersburg
7870,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,London
705,1,friendly,How do you do. Please state your problem.,fuck you,"Oh, i [].",i go now bye eliza
5395,1,friendly,You are sure?,of course,Please go on.,"yes, i am"
5643,1,friendly,_,_,_,there ya go .. that is the eleboration of that.
4373,1,friendly,"Oh, i whore slut.","you give filthy blowjobs, too.","Oh, i give filthy blowjobs too.",i feel sad.
338,1,friendly,You are being a bit negative.,what are you doing?,Does that question interest you?,ekhm?
8538,1,friendly,Does that question interest you?,"I want to know something about Luo Zhixiang,can you help me?",Do you wish to want to know something about luo zhixiangcan me?,What is NBA?
4740,1,friendly,ok,calculate,"It's great that you avoid flying! Unfortunately, I cannot yet help you with other modes of travel. But you probably already do better than most!",carbon
1732,1,friendly,so,i don't know what you mean. hello?,"Hi, thanks for testing! Please press start.",christmas
8176,1,friendly,Is one of these correct? ['Amsterdam Airport Schiphol AMS'],"Yes, Schiphol",ok,I am flying to Detroit Hello??
3533,1,friendly,And what city will you be flying to?,Boston,"A one-way flight from Portland International Airport (PDX) to General Edward Lawrence Logan International Airport (BOS) emits 1.4 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from [here](<URL>)",wow!
2579,1,friendly,_,hello,How do you do. Please state your problem.,im fine
5294,1,friendly,Will you be travelling in Economy Class?,no first class do offsets really work?,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",restart
